-0.0784484 -0.12405 2.42978
-0.0830728 0.180998 2.39067
-0.0877362 0.476914 2.33867
-0.0712805 0.63803 2.3086
-0.261207 0.355482 2.3536
-0.323676 0.0872463 2.41466
-0.355359 -0.141365 2.41546
-0.343605 -0.182705 2.41316
0.0844025 0.352556 2.33981
0.132741 0.0886585 2.35567
0.169358 -0.1314 2.28295
0.15713 -0.18423 2.26483
-0.155376 -0.123472 2.39466
-0.159735 -0.488957 2.42373
-0.144832 -0.870097 2.47218
-0.159031 -0.941618 2.35384
0.000113508 -0.121053 2.39277
0.0062155 -0.454972 2.44468
0.0154385 -0.801321 2.73542
0.0390542 -0.896817 2.66931
-0.0866245 0.404248 2.35394
-0.324708 -0.245256 2.4043
-0.299736 -0.205273 2.39147
0.154572 -0.243959 2.24527
0.188708 -0.177114 2.25678
